id,type,governance,maturity,delivery,scope,kind,statement
REQ-VL-015,Requirement,approved,logic-defined,not-assessed,product,,"Superseded lock — Superseded versions are locked/read-only and cannot be edited. — Status-based edit guards, backend save rejection."
REQ-VL-016,Requirement,approved,logic-defined,not-assessed,product,,"Duplicate superseded version — Superseded versions can be duplicated into a new editable version. — Duplication/import engine, version creation source metadata."
REQ-VL-017,Requirement,approved,logic-defined,not-assessed,product,,"Version creation source — Each version should store its creation source. — Version metadata: sourceType, sourceVersionId, sourceBackupId, future sourceTemplateId."
REQ-VL-018,Requirement,approved,logic-defined,not-assessed,product,,"Source types — Source should support at least: created from scratch, duplicated from version, imported — API DTO, version model, mapper layer, activity logs."
REQ-VL-019,Requirement,approved,logic-defined,not-assessed,product,,"DCX status derived from versions — DCX status is derived from the highest/most meaningful version status, not manually — DCX status resolver, dashboard, project/DCX API response."
REQ-VL-020,Requirement,approved,logic-defined,not-assessed,product,,"DCX Draft rule — If all versions are Draft/Created, DCX status is Draft/Created. — DCX status resolver."
REQ-VL-021,Requirement,approved,logic-defined,not-assessed,product,,"DCX In Progress rule — If at least one version is In Progress and none are Ready/Approved, — DCX status resolver, dashboard status."
REQ-VL-022,Requirement,approved,logic-defined,not-assessed,product,,"DCX Ready rule — If at least one version is Ready for Approval and none are — DCX status resolver, dashboard, notification maybe."
REQ-VL-023,Requirement,approved,logic-defined,not-assessed,product,,"DCX Approved rule — If one version is Approved, DCX status is Approved. — DCX status resolver, approved version pointer."
REQ-VL-024,Requirement,approved,logic-defined,not-assessed,product,,"All versions Superseded rule — If all versions are Superseded and none are Approved, DCX status returns/remains — DCX status resolver, dashboard guidance."
REQ-VL-025,Requirement,approved,logic-defined,not-assessed,product,,"Editable statuses — Draft/Created and In Progress versions are editable. Ready, Approved, and Superseded versions — Permission resolver, Builder route, save guards, UI disabled"
REQ-VL-026,Requirement,approved,logic-defined,not-assessed,product,,"Allowed transitions — Core transitions: Created → In Progress, In Progress → Ready, Ready → — Status transition service, validation guards, logs."
REQ-VL-027,Requirement,approved,logic-defined,not-assessed,product,,"Created to In Progress automation — Created becomes In Progress automatically when first phase is added. — First phase mutation, status update, timestamp."
REQ-VL-028,Requirement,approved,logic-defined,not-assessed,product,,"Ready to In Progress rollback — Ready versions should not be edited directly. To change, duplicate into a — Status transition rules, duplication flow."
REQ-VL-029,Requirement,approved,logic-defined,not-assessed,product,,"Status change logging — Major lifecycle transitions should create activity logs. — Activity log service, status transition endpoint."
REQ-VL-030,Requirement,approved,logic-defined,not-assessed,product,,"Required timestamps — Version should store timestamps for important lifecycle moments: created, in progress, ready, — Version model, API DTO, status transition service."
REQ-VL-031,Requirement,approved,logic-defined,not-assessed,product,,"Approval workflow complexity — MVP includes approval as a status/action, but does not need a full — Status action, validation, lock behavior."
REQ-VR-001,Requirement,superseded,logic-defined,not-assessed,backend,,"Version link destination — A version link opens the Builder directly, not a Version Room first. — Routing layer; Builder route; BuilderPage; version data query;"
REQ-VR-002,Requirement,approved,logic-defined,not-assessed,backend,,Builder must not open before data and database connection are ready — The Builder should not become usable until the database connects and the — Version data query; service layer; Builder loader; StageManager;
REQ-VR-003,Requirement,approved,logic-defined,not-assessed,backend,,"Progressive visual loading sequence — Load the Builder experience in sequence: islands/shell first, then stage, then phase — Builder loader; islands; StageManager; PhaseCard; ActionCard/container; TaskCard rendering"
REQ-VR-004,Requirement,approved,logic-defined,not-assessed,backend,,Company Google/Gmail authentication — Users authenticate using company Google/Gmail authentication. — Auth integration; route guard; user session model; backend
REQ-VR-005,Requirement,approved,logic-defined,not-assessed,backend,,DCX/workspace-level sharing — A user can open/read a DCX if they are authenticated and shared — Workspace/DCX access table; version route guard; project payload;
REQ-VR-006,Requirement,approved,logic-defined,not-assessed,backend,,"Prefilled workspace users from project payload — The project payload should come with prefilled users. Users can be added, — Project payload contract; user/collaborator model; sharing UI; access"
REQ-VR-007,Requirement,approved,logic-defined,not-assessed,backend,,Lightweight alert/reporting system — Create a lightweight error reporting system for blocking failures and user-reported issues. — Error boundary; reporting service; email integration; error UI;
REQ-VR-008,Requirement,approved,logic-defined,not-assessed,backend,,"MVP error report destination — For MVP, error reports can be sent by email using a free/simple — Email/reporting integration; backend endpoint or server action for"
REQ-VR-009,Requirement,approved,logic-defined,not-assessed,backend,,"Readable full failed payload in reports — Error reports should include the full failed payload when available, formatted in — Error reporting payload schema; mutation/service layer; failed request"
REQ-VR-010,Requirement,approved,logic-defined,not-assessed,backend,,"User-triggered and critical automatic alerts — Support both user-triggered reporting and automatic alerts for critical failures, while keeping — Alert routing service; error boundary; save/load error handlers;"
